hand_landmark,lmx,lmy,gesture
HandLandmark.THUMB_IP,286,347,two
HandLandmark.THUMB_TIP,310,325,two
HandLandmark.INDEX_FINGER_MCP,272,310,two
HandLandmark.INDEX_FINGER_PIP,263,242,two
HandLandmark.INDEX_FINGER_DIP,259,202,two
HandLandmark.INDEX_FINGER_TIP,257,167,two
HandLandmark.MIDDLE_FINGER_MCP,296,309,two
HandLandmark.MIDDLE_FINGER_PIP,303,230,two
HandLandmark.MIDDLE_FINGER_DIP,308,178,two
HandLandmark.MIDDLE_FINGER_TIP,314,136,two
HandLandmark.RING_FINGER_MCP,316,329,two
HandLandmark.RING_FINGER_PIP,320,308,two
HandLandmark.RING_FINGER_DIP,308,357,two
HandLandmark.RING_FINGER_TIP,301,393,two
HandLandmark.PINKY_MCP,333,358,two
HandLandmark.PINKY_PIP,333,337,two
HandLandmark.PINKY_DIP,322,373,two
HandLandmark.PINKY_TIP,314,403,two
HandLandmark.WRIST,303,481,two
HandLandmark.THUMB_CMC,277,450,two
HandLandmark.THUMB_MCP,265,393,two
HandLandmark.THUMB_IP,282,347,two
HandLandmark.THUMB_TIP,305,324,two
HandLandmark.INDEX_FINGER_MCP,270,311,two
HandLandmark.INDEX_FINGER_PIP,260,244,two
HandLandmark.INDEX_FINGER_DIP,256,202,two
HandLandmark.INDEX_FINGER_TIP,254,167,two
HandLandmark.MIDDLE_FINGER_MCP,293,310,two
HandLandmark.MIDDLE_FINGER_PIP,300,230,two
HandLandmark.MIDDLE_FINGER_DIP,306,177,two
HandLandmark.MIDDLE_FINGER_TIP,311,136,two
HandLandmark.RING_FINGER_MCP,314,328,two
HandLandmark.RING_FINGER_PIP,317,307,two
HandLandmark.RING_FINGER_DIP,305,356,two
HandLandmark.RING_FINGER_TIP,298,392,two
HandLandmark.PINKY_MCP,331,357,two
HandLandmark.PINKY_PIP,331,336,two
HandLandmark.PINKY_DIP,319,372,two
HandLandmark.PINKY_TIP,311,402,two
HandLandmark.WRIST,304,481,two
HandLandmark.THUMB_CMC,278,449,two
HandLandmark.THUMB_MCP,265,393,two
HandLandmark.THUMB_IP,284,347,two
HandLandmark.THUMB_TIP,306,323,two
HandLandmark.INDEX_FINGER_MCP,271,310,two
HandLandmark.INDEX_FINGER_PIP,261,243,two
HandLandmark.INDEX_FINGER_DIP,257,202,two
HandLandmark.INDEX_FINGER_TIP,256,167,two
HandLandmark.MIDDLE_FINGER_MCP,294,310,two
HandLandmark.MIDDLE_FINGER_PIP,301,231,two
HandLandmark.MIDDLE_FINGER_DIP,306,178,two
HandLandmark.MIDDLE_FINGER_TIP,312,136,two
HandLandmark.RING_FINGER_MCP,315,329,two
HandLandmark.RING_FINGER_PIP,318,308,two
HandLandmark.RING_FINGER_DIP,306,358,two
HandLandmark.RING_FINGER_TIP,299,394,two
HandLandmark.PINKY_MCP,332,358,two
HandLandmark.PINKY_PIP,332,336,two
HandLandmark.PINKY_DIP,320,371,two
HandLandmark.PINKY_TIP,311,401,two
HandLandmark.WRIST,304,485,two
HandLandmark.THUMB_CMC,278,454,two
HandLandmark.THUMB_MCP,265,397,two
HandLandmark.THUMB_IP,283,351,two
HandLandmark.THUMB_TIP,306,328,two
HandLandmark.INDEX_FINGER_MCP,271,315,two
HandLandmark.INDEX_FINGER_PIP,261,247,two
HandLandmark.INDEX_FINGER_DIP,257,206,two
HandLandmark.INDEX_FINGER_TIP,256,171,two
HandLandmark.MIDDLE_FINGER_MCP,294,315,two
HandLandmark.MIDDLE_FINGER_PIP,301,233,two
HandLandmark.MIDDLE_FINGER_DIP,306,181,two
HandLandmark.MIDDLE_FINGER_TIP,312,139,two
HandLandmark.RING_FINGER_MCP,315,334,two
HandLandmark.RING_FINGER_PIP,317,311,two
HandLandmark.RING_FINGER_DIP,304,359,two
HandLandmark.RING_FINGER_TIP,297,394,two
HandLandmark.PINKY_MCP,332,364,two
HandLandmark.PINKY_PIP,330,342,two
HandLandmark.PINKY_DIP,318,378,two
HandLandmark.PINKY_TIP,308,408,two
HandLandmark.WRIST,305,489,two
HandLandmark.THUMB_CMC,279,455,two
HandLandmark.THUMB_MCP,267,399,two
HandLandmark.THUMB_IP,285,353,two
HandLandmark.THUMB_TIP,308,331,two
HandLandmark.INDEX_FINGER_MCP,273,317,two
HandLandmark.INDEX_FINGER_PIP,263,248,two
HandLandmark.INDEX_FINGER_DIP,259,208,two
HandLandmark.INDEX_FINGER_TIP,256,172,two
HandLandmark.MIDDLE_FINGER_MCP,296,317,two
HandLandmark.MIDDLE_FINGER_PIP,302,237,two
HandLandmark.MIDDLE_FINGER_DIP,308,184,two
HandLandmark.MIDDLE_FINGER_TIP,314,142,two
HandLandmark.RING_FINGER_MCP,316,337,two
HandLandmark.RING_FINGER_PIP,319,314,two
HandLandmark.RING_FINGER_DIP,306,364,two
HandLandmark.RING_FINGER_TIP,299,400,two
HandLandmark.PINKY_MCP,332,367,two
HandLandmark.PINKY_PIP,332,343,two
HandLandmark.PINKY_DIP,320,378,two
HandLandmark.PINKY_TIP,311,409,two
HandLandmark.WRIST,305,490,two
HandLandmark.THUMB_CMC,279,460,two
HandLandmark.THUMB_MCP,266,403,two
HandLandmark.THUMB_IP,284,358,two
HandLandmark.THUMB_TIP,306,334,two
HandLandmark.INDEX_FINGER_MCP,272,318,two
HandLandmark.INDEX_FINGER_PIP,263,252,two
HandLandmark.INDEX_FINGER_DIP,259,211,two
HandLandmark.INDEX_FINGER_TIP,257,175,two
HandLandmark.MIDDLE_FINGER_MCP,296,318,two
HandLandmark.MIDDLE_FINGER_PIP,303,239,two
HandLandmark.MIDDLE_FINGER_DIP,308,187,two
HandLandmark.MIDDLE_FINGER_TIP,314,144,two
HandLandmark.RING_FINGER_MCP,316,337,two
HandLandmark.RING_FINGER_PIP,320,317,two
HandLandmark.RING_FINGER_DIP,307,366,two
HandLandmark.RING_FINGER_TIP,299,401,two
HandLandmark.PINKY_MCP,333,367,two
HandLandmark.PINKY_PIP,333,350,two
HandLandmark.PINKY_DIP,320,387,two
HandLandmark.PINKY_TIP,310,417,two
HandLandmark.WRIST,306,490,two
HandLandmark.THUMB_CMC,279,460,two
HandLandmark.THUMB_MCP,266,403,two
HandLandmark.THUMB_IP,284,357,two
HandLandmark.THUMB_TIP,306,333,two
HandLandmark.INDEX_FINGER_MCP,273,318,two
HandLandmark.INDEX_FINGER_PIP,263,252,two
HandLandmark.INDEX_FINGER_DIP,259,211,two
HandLandmark.INDEX_FINGER_TIP,257,175,two
HandLandmark.MIDDLE_FINGER_MCP,296,319,two
HandLandmark.MIDDLE_FINGER_PIP,303,239,two
HandLandmark.MIDDLE_FINGER_DIP,308,187,two
HandLandmark.MIDDLE_FINGER_TIP,314,144,two
HandLandmark.RING_FINGER_MCP,317,339,two
HandLandmark.RING_FINGER_PIP,319,318,two
HandLandmark.RING_FINGER_DIP,307,367,two
HandLandmark.RING_FINGER_TIP,299,403,two
HandLandmark.PINKY_MCP,333,369,two
HandLandmark.PINKY_PIP,332,349,two
HandLandmark.PINKY_DIP,320,386,two
HandLandmark.PINKY_TIP,310,416,two
HandLandmark.WRIST,307,496,two
HandLandmark.THUMB_CMC,281,463,two
HandLandmark.THUMB_MCP,268,411,two
HandLandmark.THUMB_IP,287,367,two
HandLandmark.THUMB_TIP,309,345,two
HandLandmark.INDEX_FINGER_MCP,274,325,two
HandLandmark.INDEX_FINGER_PIP,264,256,two
HandLandmark.INDEX_FINGER_DIP,260,215,two
HandLandmark.INDEX_FINGER_TIP,258,179,two
HandLandmark.MIDDLE_FINGER_MCP,297,324,two
HandLandmark.MIDDLE_FINGER_PIP,303,244,two
HandLandmark.MIDDLE_FINGER_DIP,309,191,two
HandLandmark.MIDDLE_FINGER_TIP,315,148,two
HandLandmark.RING_FINGER_MCP,318,344,two
HandLandmark.RING_FINGER_PIP,320,324,two
HandLandmark.RING_FINGER_DIP,309,372,two
HandLandmark.RING_FINGER_TIP,302,407,two
HandLandmark.PINKY_MCP,334,374,two
HandLandmark.PINKY_PIP,334,352,two
HandLandmark.PINKY_DIP,322,385,two
HandLandmark.PINKY_TIP,313,415,two
HandLandmark.WRIST,308,499,two
HandLandmark.THUMB_CMC,281,467,two
HandLandmark.THUMB_MCP,269,412,two
HandLandmark.THUMB_IP,287,368,two
HandLandmark.THUMB_TIP,309,345,two
HandLandmark.INDEX_FINGER_MCP,274,326,two
HandLandmark.INDEX_FINGER_PIP,264,257,two
HandLandmark.INDEX_FINGER_DIP,260,215,two
HandLandmark.INDEX_FINGER_TIP,258,179,two
HandLandmark.MIDDLE_FINGER_MCP,298,326,two
HandLandmark.MIDDLE_FINGER_PIP,305,246,two
HandLandmark.MIDDLE_FINGER_DIP,310,192,two
HandLandmark.MIDDLE_FINGER_TIP,316,149,two
HandLandmark.RING_FINGER_MCP,319,346,two
HandLandmark.RING_FINGER_PIP,321,325,two
HandLandmark.RING_FINGER_DIP,309,375,two
HandLandmark.RING_FINGER_TIP,302,411,two
HandLandmark.PINKY_MCP,335,375,two
HandLandmark.PINKY_PIP,335,355,two
HandLandmark.PINKY_DIP,323,391,two
HandLandmark.PINKY_TIP,315,421,two
HandLandmark.WRIST,307,497,two
HandLandmark.THUMB_CMC,281,467,two
HandLandmark.THUMB_MCP,268,411,two
HandLandmark.THUMB_IP,287,368,two
HandLandmark.THUMB_TIP,309,344,two
HandLandmark.INDEX_FINGER_MCP,274,325,two
HandLandmark.INDEX_FINGER_PIP,264,256,two
HandLandmark.INDEX_FINGER_DIP,260,214,two
HandLandmark.INDEX_FINGER_TIP,258,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,246,two
HandLandmark.MIDDLE_FINGER_DIP,310,192,two
HandLandmark.MIDDLE_FINGER_TIP,315,149,two
HandLandmark.RING_FINGER_MCP,319,344,two
HandLandmark.RING_FINGER_PIP,320,326,two
HandLandmark.RING_FINGER_DIP,309,375,two
HandLandmark.RING_FINGER_TIP,301,411,two
HandLandmark.PINKY_MCP,335,373,two
HandLandmark.PINKY_PIP,334,355,two
HandLandmark.PINKY_DIP,323,391,two
HandLandmark.PINKY_TIP,314,421,two
HandLandmark.WRIST,308,496,two
HandLandmark.THUMB_CMC,281,466,two
HandLandmark.THUMB_MCP,268,411,two
HandLandmark.THUMB_IP,287,367,two
HandLandmark.THUMB_TIP,309,343,two
HandLandmark.INDEX_FINGER_MCP,275,325,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,216,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,245,two
HandLandmark.MIDDLE_FINGER_DIP,310,191,two
HandLandmark.MIDDLE_FINGER_TIP,316,148,two
HandLandmark.RING_FINGER_MCP,319,345,two
HandLandmark.RING_FINGER_PIP,320,326,two
HandLandmark.RING_FINGER_DIP,308,375,two
HandLandmark.RING_FINGER_TIP,301,409,two
HandLandmark.PINKY_MCP,336,374,two
HandLandmark.PINKY_PIP,334,354,two
HandLandmark.PINKY_DIP,322,390,two
HandLandmark.PINKY_TIP,313,419,two
HandLandmark.WRIST,309,497,two
HandLandmark.THUMB_CMC,281,467,two
HandLandmark.THUMB_MCP,268,412,two
HandLandmark.THUMB_IP,287,369,two
HandLandmark.THUMB_TIP,309,344,two
HandLandmark.INDEX_FINGER_MCP,275,325,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,260,215,two
HandLandmark.INDEX_FINGER_TIP,258,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,326,two
HandLandmark.MIDDLE_FINGER_PIP,305,245,two
HandLandmark.MIDDLE_FINGER_DIP,310,192,two
HandLandmark.MIDDLE_FINGER_TIP,316,148,two
HandLandmark.RING_FINGER_MCP,319,346,two
HandLandmark.RING_FINGER_PIP,321,325,two
HandLandmark.RING_FINGER_DIP,308,374,two
HandLandmark.RING_FINGER_TIP,301,409,two
HandLandmark.PINKY_MCP,336,375,two
HandLandmark.PINKY_PIP,334,355,two
HandLandmark.PINKY_DIP,322,390,two
HandLandmark.PINKY_TIP,313,419,two
HandLandmark.WRIST,307,495,two
HandLandmark.THUMB_CMC,281,462,two
HandLandmark.THUMB_MCP,268,406,two
HandLandmark.THUMB_IP,287,363,two
HandLandmark.THUMB_TIP,309,340,two
HandLandmark.INDEX_FINGER_MCP,275,322,two
HandLandmark.INDEX_FINGER_PIP,265,254,two
HandLandmark.INDEX_FINGER_DIP,261,213,two
HandLandmark.INDEX_FINGER_TIP,259,177,two
HandLandmark.MIDDLE_FINGER_MCP,299,323,two
HandLandmark.MIDDLE_FINGER_PIP,306,243,two
HandLandmark.MIDDLE_FINGER_DIP,312,189,two
HandLandmark.MIDDLE_FINGER_TIP,318,147,two
HandLandmark.RING_FINGER_MCP,319,343,two
HandLandmark.RING_FINGER_PIP,321,323,two
HandLandmark.RING_FINGER_DIP,308,373,two
HandLandmark.RING_FINGER_TIP,301,410,two
HandLandmark.PINKY_MCP,336,373,two
HandLandmark.PINKY_PIP,334,352,two
HandLandmark.PINKY_DIP,322,388,two
HandLandmark.PINKY_TIP,313,419,two
HandLandmark.WRIST,307,492,two
HandLandmark.THUMB_CMC,281,461,two
HandLandmark.THUMB_MCP,268,406,two
HandLandmark.THUMB_IP,286,363,two
HandLandmark.THUMB_TIP,308,340,two
HandLandmark.INDEX_FINGER_MCP,275,321,two
HandLandmark.INDEX_FINGER_PIP,265,254,two
HandLandmark.INDEX_FINGER_DIP,261,213,two
HandLandmark.INDEX_FINGER_TIP,259,177,two
HandLandmark.MIDDLE_FINGER_MCP,298,322,two
HandLandmark.MIDDLE_FINGER_PIP,306,242,two
HandLandmark.MIDDLE_FINGER_DIP,311,189,two
HandLandmark.MIDDLE_FINGER_TIP,317,146,two
HandLandmark.RING_FINGER_MCP,319,342,two
HandLandmark.RING_FINGER_PIP,319,322,two
HandLandmark.RING_FINGER_DIP,307,371,two
HandLandmark.RING_FINGER_TIP,300,406,two
HandLandmark.PINKY_MCP,336,372,two
HandLandmark.PINKY_PIP,333,350,two
HandLandmark.PINKY_DIP,321,386,two
HandLandmark.PINKY_TIP,313,416,two
HandLandmark.WRIST,308,494,two
HandLandmark.THUMB_CMC,281,462,two
HandLandmark.THUMB_MCP,268,407,two
HandLandmark.THUMB_IP,285,365,two
HandLandmark.THUMB_TIP,308,343,two
HandLandmark.INDEX_FINGER_MCP,274,324,two
HandLandmark.INDEX_FINGER_PIP,264,255,two
HandLandmark.INDEX_FINGER_DIP,260,214,two
HandLandmark.INDEX_FINGER_TIP,258,178,two
HandLandmark.MIDDLE_FINGER_MCP,297,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,244,two
HandLandmark.MIDDLE_FINGER_DIP,310,190,two
HandLandmark.MIDDLE_FINGER_TIP,316,147,two
HandLandmark.RING_FINGER_MCP,318,344,two
HandLandmark.RING_FINGER_PIP,320,324,two
HandLandmark.RING_FINGER_DIP,307,373,two
HandLandmark.RING_FINGER_TIP,300,409,two
HandLandmark.PINKY_MCP,335,374,two
HandLandmark.PINKY_PIP,334,352,two
HandLandmark.PINKY_DIP,322,388,two
HandLandmark.PINKY_TIP,313,418,two
HandLandmark.WRIST,307,494,two
HandLandmark.THUMB_CMC,281,463,two
HandLandmark.THUMB_MCP,268,407,two
HandLandmark.THUMB_IP,286,365,two
HandLandmark.THUMB_TIP,307,341,two
HandLandmark.INDEX_FINGER_MCP,275,324,two
HandLandmark.INDEX_FINGER_PIP,265,254,two
HandLandmark.INDEX_FINGER_DIP,260,212,two
HandLandmark.INDEX_FINGER_TIP,258,176,two
HandLandmark.MIDDLE_FINGER_MCP,298,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,244,two
HandLandmark.MIDDLE_FINGER_DIP,310,190,two
HandLandmark.MIDDLE_FINGER_TIP,316,147,two
HandLandmark.RING_FINGER_MCP,318,345,two
HandLandmark.RING_FINGER_PIP,320,324,two
HandLandmark.RING_FINGER_DIP,307,373,two
HandLandmark.RING_FINGER_TIP,300,408,two
HandLandmark.PINKY_MCP,335,375,two
HandLandmark.PINKY_PIP,334,352,two
HandLandmark.PINKY_DIP,321,387,two
HandLandmark.PINKY_TIP,313,416,two
HandLandmark.WRIST,307,494,two
HandLandmark.THUMB_CMC,281,464,two
HandLandmark.THUMB_MCP,267,409,two
HandLandmark.THUMB_IP,286,367,two
HandLandmark.THUMB_TIP,308,344,two
HandLandmark.INDEX_FINGER_MCP,274,324,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,215,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,298,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,245,two
HandLandmark.MIDDLE_FINGER_DIP,310,191,two
HandLandmark.MIDDLE_FINGER_TIP,316,148,two
HandLandmark.RING_FINGER_MCP,319,345,two
HandLandmark.RING_FINGER_PIP,320,324,two
HandLandmark.RING_FINGER_DIP,307,371,two
HandLandmark.RING_FINGER_TIP,299,406,two
HandLandmark.PINKY_MCP,335,374,two
HandLandmark.PINKY_PIP,333,355,two
HandLandmark.PINKY_DIP,320,390,two
HandLandmark.PINKY_TIP,310,420,two
HandLandmark.WRIST,307,494,two
HandLandmark.THUMB_CMC,280,464,two
HandLandmark.THUMB_MCP,267,408,two
HandLandmark.THUMB_IP,286,367,two
HandLandmark.THUMB_TIP,308,344,two
HandLandmark.INDEX_FINGER_MCP,274,324,two
HandLandmark.INDEX_FINGER_PIP,265,256,two
HandLandmark.INDEX_FINGER_DIP,261,215,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,298,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,245,two
HandLandmark.MIDDLE_FINGER_DIP,311,191,two
HandLandmark.MIDDLE_FINGER_TIP,316,148,two
HandLandmark.RING_FINGER_MCP,319,345,two
HandLandmark.RING_FINGER_PIP,320,324,two
HandLandmark.RING_FINGER_DIP,307,372,two
HandLandmark.RING_FINGER_TIP,299,407,two
HandLandmark.PINKY_MCP,335,375,two
HandLandmark.PINKY_PIP,333,355,two
HandLandmark.PINKY_DIP,320,390,two
HandLandmark.PINKY_TIP,310,420,two
HandLandmark.WRIST,307,497,two
HandLandmark.THUMB_CMC,280,465,two
HandLandmark.THUMB_MCP,267,411,two
HandLandmark.THUMB_IP,286,370,two
HandLandmark.THUMB_TIP,308,348,two
HandLandmark.INDEX_FINGER_MCP,274,326,two
HandLandmark.INDEX_FINGER_PIP,264,257,two
HandLandmark.INDEX_FINGER_DIP,260,216,two
HandLandmark.INDEX_FINGER_TIP,259,180,two
HandLandmark.MIDDLE_FINGER_MCP,298,326,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,193,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,319,346,two
HandLandmark.RING_FINGER_PIP,320,326,two
HandLandmark.RING_FINGER_DIP,307,373,two
HandLandmark.RING_FINGER_TIP,300,407,two
HandLandmark.PINKY_MCP,335,376,two
HandLandmark.PINKY_PIP,334,356,two
HandLandmark.PINKY_DIP,321,389,two
HandLandmark.PINKY_TIP,312,418,two
HandLandmark.WRIST,308,496,two
HandLandmark.THUMB_CMC,281,465,two
HandLandmark.THUMB_MCP,268,412,two
HandLandmark.THUMB_IP,286,370,two
HandLandmark.THUMB_TIP,309,346,two
HandLandmark.INDEX_FINGER_MCP,276,325,two
HandLandmark.INDEX_FINGER_PIP,265,256,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,326,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,318,149,two
HandLandmark.RING_FINGER_MCP,319,346,two
HandLandmark.RING_FINGER_PIP,321,327,two
HandLandmark.RING_FINGER_DIP,308,375,two
HandLandmark.RING_FINGER_TIP,301,409,two
HandLandmark.PINKY_MCP,336,376,two
HandLandmark.PINKY_PIP,334,357,two
HandLandmark.PINKY_DIP,321,391,two
HandLandmark.PINKY_TIP,312,420,two
HandLandmark.WRIST,307,498,two
HandLandmark.THUMB_CMC,280,467,two
HandLandmark.THUMB_MCP,267,412,two
HandLandmark.THUMB_IP,286,370,two
HandLandmark.THUMB_TIP,308,348,two
HandLandmark.INDEX_FINGER_MCP,275,326,two
HandLandmark.INDEX_FINGER_PIP,265,256,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,326,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,319,347,two
HandLandmark.RING_FINGER_PIP,320,326,two
HandLandmark.RING_FINGER_DIP,307,373,two
HandLandmark.RING_FINGER_TIP,300,407,two
HandLandmark.PINKY_MCP,335,377,two
HandLandmark.PINKY_PIP,333,355,two
HandLandmark.PINKY_DIP,321,389,two
HandLandmark.PINKY_TIP,312,418,two
HandLandmark.WRIST,307,498,two
HandLandmark.THUMB_CMC,280,466,two
HandLandmark.THUMB_MCP,267,410,two
HandLandmark.THUMB_IP,286,369,two
HandLandmark.THUMB_TIP,308,347,two
HandLandmark.INDEX_FINGER_MCP,275,326,two
HandLandmark.INDEX_FINGER_PIP,265,256,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,326,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,148,two
HandLandmark.RING_FINGER_MCP,319,347,two
HandLandmark.RING_FINGER_PIP,320,327,two
HandLandmark.RING_FINGER_DIP,307,374,two
HandLandmark.RING_FINGER_TIP,299,407,two
HandLandmark.PINKY_MCP,335,377,two
HandLandmark.PINKY_PIP,333,356,two
HandLandmark.PINKY_DIP,321,390,two
HandLandmark.PINKY_TIP,312,418,two
HandLandmark.WRIST,308,499,two
HandLandmark.THUMB_CMC,281,466,two
HandLandmark.THUMB_MCP,267,413,two
HandLandmark.THUMB_IP,285,370,two
HandLandmark.THUMB_TIP,308,349,two
HandLandmark.INDEX_FINGER_MCP,274,327,two
HandLandmark.INDEX_FINGER_PIP,264,256,two
HandLandmark.INDEX_FINGER_DIP,260,214,two
HandLandmark.INDEX_FINGER_TIP,258,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,328,two
HandLandmark.MIDDLE_FINGER_PIP,306,247,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,318,149,two
HandLandmark.RING_FINGER_MCP,319,348,two
HandLandmark.RING_FINGER_PIP,320,328,two
HandLandmark.RING_FINGER_DIP,307,375,two
HandLandmark.RING_FINGER_TIP,300,409,two
HandLandmark.PINKY_MCP,335,378,two
HandLandmark.PINKY_PIP,333,357,two
HandLandmark.PINKY_DIP,321,391,two
HandLandmark.PINKY_TIP,312,420,two
HandLandmark.WRIST,306,497,two
HandLandmark.THUMB_CMC,280,465,two
HandLandmark.THUMB_MCP,267,409,two
HandLandmark.THUMB_IP,285,367,two
HandLandmark.THUMB_TIP,308,346,two
HandLandmark.INDEX_FINGER_MCP,275,326,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,215,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,327,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,319,348,two
HandLandmark.RING_FINGER_PIP,320,326,two
HandLandmark.RING_FINGER_DIP,306,373,two
HandLandmark.RING_FINGER_TIP,298,409,two
HandLandmark.PINKY_MCP,335,378,two
HandLandmark.PINKY_PIP,333,356,two
HandLandmark.PINKY_DIP,319,391,two
HandLandmark.PINKY_TIP,310,421,two
HandLandmark.WRIST,307,499,two
HandLandmark.THUMB_CMC,280,466,two
HandLandmark.THUMB_MCP,267,411,two
HandLandmark.THUMB_IP,286,368,two
HandLandmark.THUMB_TIP,309,347,two
HandLandmark.INDEX_FINGER_MCP,274,327,two
HandLandmark.INDEX_FINGER_PIP,265,258,two
HandLandmark.INDEX_FINGER_DIP,261,216,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,298,329,two
HandLandmark.MIDDLE_FINGER_PIP,306,248,two
HandLandmark.MIDDLE_FINGER_DIP,311,193,two
HandLandmark.MIDDLE_FINGER_TIP,317,150,two
HandLandmark.RING_FINGER_MCP,319,349,two
HandLandmark.RING_FINGER_PIP,320,328,two
HandLandmark.RING_FINGER_DIP,307,375,two
HandLandmark.RING_FINGER_TIP,299,410,two
HandLandmark.PINKY_MCP,335,380,two
HandLandmark.PINKY_PIP,333,357,two
HandLandmark.PINKY_DIP,321,391,two
HandLandmark.PINKY_TIP,311,420,two
HandLandmark.WRIST,308,501,two
HandLandmark.THUMB_CMC,281,467,two
HandLandmark.THUMB_MCP,268,413,two
HandLandmark.THUMB_IP,286,370,two
HandLandmark.THUMB_TIP,309,348,two
HandLandmark.INDEX_FINGER_MCP,276,328,two
HandLandmark.INDEX_FINGER_PIP,266,258,two
HandLandmark.INDEX_FINGER_DIP,262,217,two
HandLandmark.INDEX_FINGER_TIP,260,181,two
HandLandmark.MIDDLE_FINGER_MCP,300,329,two
HandLandmark.MIDDLE_FINGER_PIP,307,248,two
HandLandmark.MIDDLE_FINGER_DIP,312,194,two
HandLandmark.MIDDLE_FINGER_TIP,318,151,two
HandLandmark.RING_FINGER_MCP,320,350,two
HandLandmark.RING_FINGER_PIP,320,330,two
HandLandmark.RING_FINGER_DIP,308,377,two
HandLandmark.RING_FINGER_TIP,301,412,two
HandLandmark.PINKY_MCP,336,380,two
HandLandmark.PINKY_PIP,334,357,two
HandLandmark.PINKY_DIP,322,391,two
HandLandmark.PINKY_TIP,314,420,two
HandLandmark.WRIST,308,499,two
HandLandmark.THUMB_CMC,281,466,two
HandLandmark.THUMB_MCP,268,411,two
HandLandmark.THUMB_IP,286,368,two
HandLandmark.THUMB_TIP,309,346,two
HandLandmark.INDEX_FINGER_MCP,276,327,two
HandLandmark.INDEX_FINGER_PIP,266,257,two
HandLandmark.INDEX_FINGER_DIP,262,215,two
HandLandmark.INDEX_FINGER_TIP,260,179,two
HandLandmark.MIDDLE_FINGER_MCP,299,328,two
HandLandmark.MIDDLE_FINGER_PIP,307,248,two
HandLandmark.MIDDLE_FINGER_DIP,312,193,two
HandLandmark.MIDDLE_FINGER_TIP,319,150,two
HandLandmark.RING_FINGER_MCP,320,349,two
HandLandmark.RING_FINGER_PIP,321,330,two
HandLandmark.RING_FINGER_DIP,308,376,two
HandLandmark.RING_FINGER_TIP,301,411,two
HandLandmark.PINKY_MCP,336,378,two
HandLandmark.PINKY_PIP,334,358,two
HandLandmark.PINKY_DIP,322,392,two
HandLandmark.PINKY_TIP,313,422,two
HandLandmark.WRIST,308,498,two
HandLandmark.THUMB_CMC,282,467,two
HandLandmark.THUMB_MCP,269,413,two
HandLandmark.THUMB_IP,287,369,two
